username,review,nilai,sentimen
Anggun Wu,"kenapa cma pakai e wallet, pilihannya jg cm satu bikin ribet aja, saya kecewa sekali saya sudah pesan tiket untuk tanggal 7 agustus dan sudah bayar pembayaran pun sukses tapi hari ini saya cek lagi tiket saya hilang ternyata tiket saya expired, saya bingung kenapa expired tapi pembayaran sukses seharusnya ada refund dong dan ini gak ada bukan masalah nominalnya tapi kepuasan yang dari pelanggan seharusnya diutamakan.",4,negatif
Jihan Lulu17,"Nomer saya salah pas daftar, cara mengubahnya bagaimana ya?? Tolong bantu",2,negatif
Linda Indriyati,Mhon bantuannya sya tidak bisa login dgn keterangan invalid token.,2,negatif
Liyanto sanjaya,Transaksi Lancar yang penting,4,positif
gansar aris,Sangat membantu,4,positif
Fhie Chan,👍,4,netral
Rijal Ts96,KAI acces yg serkarang kok beda ya sama yg dulu..... ? Membingungkan,2,negatif
Mochammad Johan,Okelah Sip,4,positif
Rijal Ts96,KAI acces yg serkarang kok beda ya sama yg dulu..... ? Membingungkan,2,negatif
Muhadjir Hadi,Kadang ngk bisa dibuka accesxa,4,negatif
Anies Melina,"Kai access mempermudah dalam kebutuhan melihat jadwal kereta, booking tiket, dan update info lainnya.",4,positif
essa cahya,"Edit no telp di ""akun"" Tdk bisa jadi belum connect ke link aja",2,negatif
Edi Asiades,Top,4,positif
Wedus Ucul,Sangat membantu,4,positif
Ani Mustikawati,"Alhamdulillah cukup membantu... Tapi ada suatu hal yang menjadi keluhan, Bagi yang pesan padahal tidak berangkat mengapa harus pesan juga...",4,positif
Ani Mustikawati,"Alhamdulillah cukup membantu... Tapi ada suatu hal yang menjadi keluhan, Bagi yang pesan padahal tidak berangkat mengapa harus pesan juga...",4,positif
Nur Rachman,Perjalanan pertama sangat membantu & ngecek perjalanan lebih muda,4,positif
rhudykim,"Beli tiket Jakarta Jogja 260ribu ga bisa di transfer, giliran yg 320ribu ditransfer. Wkwkwk kenapa ga sekalian dibikin flat aja sih harganya.",2,negatif
Eliana Lin,Kenaoa tidak menyimpan uang untuk pembelian tiketnya di app KAI Acces nya langsung ? Knp Harun mengunakan linkaja ..modus ya biar dapet bagian !! Berapa persen sih masuk ke KAI nya ..ribet tau harus punya 2 aplikasi ..kl langsung trasfer di app KAI Access langsung kan enak .ini dari bank ke linkaja ....kl mai beli tiket ..muter dulu pembayaarajya ..knp gak di bikin simpel sih...harus lebih di simpel kan ..apa lagi app harus di apdet..menuhin kartu memori,2,negatif
Eliana Lin,Kenaoa tidak menyimpan uang untuk pembelian tiketnya di app KAI Acces nya langsung ? Knp Harun mengunakan linkaja ..modus ya biar dapet bagian !! Berapa persen sih masuk ke KAI nya ..ribet tau harus punya 2 aplikasi ..kl langsung trasfer di app KAI Access langsung kan enak .ini dari bank ke linkaja ....kl mai beli tiket ..muter dulu pembayaarajya ..knp gak di bikin simpel sih...harus lebih di simpel kan ..apa lagi app harus di apdet..menuhin kartu memori,2,negatif
Agus Priyo Utomo,"Kenapa tidak bisa di batalkan , penjelasannya ada di menu mytrip, tapi saya cari sampai batre lowbat tidak ada.. Tolong konfirmasinya.. Terima kasih",2,negatif
Kang Mas,Aplikasi ini sangat membantu mempermudah pembelian tiket,4,positif
Haikal Jaeyadi,Saya sangat puas naik KA karna sangat nyaman dan aman bersih trima kasih kreta api indonesia,4,positif
Haikal Jaeyadi,Saya sangat puas naik KA karna sangat nyaman dan aman bersih trima kasih kreta api indonesia,4,positif
Nikma Hasanah,Bagus,4,positif
yudha agustama,Ok sdh update aplikasinya baru bisa,5,positif
Muh. Samsul Arifin,"setelah aplikasi saya diupdate, tiket kereta yg terbeli malah hilang semua, mohon dicek kembali dan segera diatasi masalah seperti ini.",4,negatif
Muh. Samsul Arifin,"setelah aplikasi saya diupdate, tiket kereta yg terbeli malah hilang semua, mohon dicek kembali dan segera diatasi masalah seperti ini.",4,negatif
Ririn Setyaningsih,Kok aplikasinya gak bisa di buka ya?,4,negatif
Anisa Rinaldo,Kenapa saya tidak bisa memakai tiket reduksi lagi ya ? Apa kendala nya ?,2,negatif
Adi W.,Tambahan untuk update berikutnya supaya pemesanan tiket kereta api lokal untuk penumpang 1 nya bisa diubah jadi saat kita tidak ikut beli naik kereta api tetap bisa memesankan orang lain melewati akun kita,2,negatif
Star Tht,Mudah menggunakan,5,positif
Anie Putri,Mau cari tiket....menu kembali terus ke identitas penumpang....bagus aplikasi yg lama😤,2,negatif
Widyastuti Sulistiyo,Untuk tempat duduk lebih baik diberikan pilihan supaya anak2 tidak terpisah dari ortunya. Masa tiap kali dapat kursi terpisah saya harus menukar dengan orang lain yg duduk disebalah/didepan saya? Dan begitu seterusnya tiap naik ka lokal.,2,negatif
Widyasena Explore,Good,4,positif
Putri Indah sari,"Perjalanan pertama saya menggunakan aplikasi saya rasa cukup baik, bahkan mungkin sudah baik bagi saya, tetapi di kai acces milik tetangga saya yang saya daftarkan tidak bisa digunakan untuk memilih penumpang dan saya tidak tau apa kendalanya mohon dibantu🙏",4,positif
Putri Indah sari,"Perjalanan pertama saya menggunakan aplikasi saya rasa cukup baik, bahkan mungkin sudah baik bagi saya, tetapi di kai acces milik tetangga saya yang saya daftarkan tidak bisa digunakan untuk memilih penumpang dan saya tidak tau apa kendalanya mohon dibantu🙏",4,positif
Luis,Bagus,4,positif
Luis,Bagus,4,positif
Risandi Rissa,"Ada peningkatan selama pandemi ini, mohon untuk pemerataan rapid antigen atau genose di setiap stasiun kereta api rute jarak jauh🙏🙏",4,netral
Widyastuti Sulistiyo,Untuk tempat duduk lebih baik diberikan pilihan supaya anak2 tidak terpisah dari ortunya. Masa tiap kali dapat kursi terpisah saya harus menukar dengan orang lain yg duduk disebalah/didepan saya? Dan begitu seterusnya tiap naik ka lokal.,2,negatif
Wahyu Hidayat,"Ganti profil gimana sih ribet amat nggak bisa""",2,negatif
Wahyu Hidayat,"Ganti profil gimana sih ribet amat nggak bisa""",2,negatif
Widi Anto,Ta kasih bintang 4 dulu,4,netral
Putra 051,Tidak bisa membayar pakek QIRS dan sudah di klik mau bayar pakek aplikasi dana tidak bisa slalu gagal,2,negatif
andri pp,Setelah update jadi lemot min,3,negatif
Emma Rahma noor,Semoga lancar terus tidak mengecewakan,4,positif
Yunita Nurf,Nice,4,positif
Artman Pranoto,Payah dibanding aplikasi tiket lainnya..... Mau bayar susah..... Salah pilih metode pembayaran harus keluar..... Ribet di pembayarannya......,2,negatif
Winny Salma Nur Azizah,Daftar aja error heran :(,4,negatif
Nardi Nadira,Sangat baik digunakan,4,positif
david fajri,Tidak bisa buat booking kereta lokal dari kemaren eror. Tidak bisa menampilkan jadwal rute,4,negatif
Adzkiya Naira,Saran tambahkan tampilan tema mode malam (dark mode),4,negatif
otong suharyono,Top,4,positif
syafira oktaviani,Perlu di tingkat kan lagi karena masih sering error dan tidak bisa pesan menggunakan id selain pemilik akun,2,negatif
Roikhatul Warda,Aplikasi yang sangat membantu,5,positif
adelia,"not bad, cukup membantu🙌",4,positif
Devi perwanti,Ok aja deh,4,positif
Fajar Maulana,Overall bagus cuma beberapa hal yang agaknya mungkin dtambah - Pembatalan tiket KA Lokal - Batas penumpang KA Lokal - Dapat mengubah penumpang 1 KA Lokal (menjadi bukan pemilik akun) - Metode pembayaran lain,4,positif
Fajar Maulana,Overall bagus cuma beberapa hal yang agaknya mungkin dtambah - Pembatalan tiket KA Lokal - Batas penumpang KA Lokal - Dapat mengubah penumpang 1 KA Lokal (menjadi bukan pemilik akun) - Metode pembayaran lain,4,positif
syafira oktaviani,Perlu di tingkat kan lagi karena masih sering error dan tidak bisa pesan menggunakan id selain pemilik akun,2,negatif
Moh Noval,"Kenapa harus gak bisa di buka sih aplikasinya pas sudah mau barangkat, jadi gimana ini caranya? Tadi minta di update tapi pas di update gak bisa-bisa sampe berulang-ulang dari tadi aku updatenya",2,negatif
iswan armadi,Mantap,4,positif
Cynthia Setyawati,"Aplikasi sangat membantu. Tapi sayang pembatalan tiket hanya bisa dilakukan bila nama pemilik akun juga ada di tiket. Jadi ketika saya beli tiket utk anak dan tiba2 dia batal pergi, tdk bisa dibatalkan via aplikasi. Masa suami istri anak hrs punya akun masing2?",4,positif
Cynthia Setyawati,"Aplikasi sangat membantu. Tapi sayang pembatalan tiket hanya bisa dilakukan bila nama pemilik akun juga ada di tiket. Jadi ketika saya beli tiket utk anak dan tiba2 dia batal pergi, tdk bisa dibatalkan via aplikasi. Masa suami istri anak hrs punya akun masing2?",4,positif
Siska Agustina,"Mohon bantuannya, hari ini saya udah instal ulang 2x namun tetap tidak bisa dibuka, kenapa ya padahal kemarin lusa masih bisa saua buka aplikasinya",2,negatif
Arief Honda,👍👍,4,netral
Arief Honda,👍👍,4,netral
Mr. TNT Mbois,Mempermudah pemesanan tiket. Trims,4,positif
Hadi 111,Untuk boking kereta biasanya berpa bulan sebelumnya yaaa ? Biar kebagian tiket jauh hari,4,netral
Darto iBra,Ini Baru Namanya inovasi Kekinian.Aplikasi sangat Membantu U/ Booking Tiket KAI. Semoga Inovasinya TDK berhenti sampe disini. Salah Satu BUMN Selalu Py Inovasi .Maju Terus PT.KAI.Weldone.,4,positif
Darto iBra,Ini Baru Namanya inovasi Kekinian.Aplikasi sangat Membantu U/ Booking Tiket KAI. Semoga Inovasinya TDK berhenti sampe disini. Salah Satu BUMN Selalu Py Inovasi .Maju Terus PT.KAI.Weldone.,4,positif
Darto iBra,Ini Baru Namanya inovasi Kekinian.Aplikasi sangat Membantu U/ Booking Tiket KAI. Semoga Inovasinya TDK berhenti sampe disini. Salah Satu BUMN Selalu Py Inovasi .Maju Terus PT.KAI.Weldone.,4,positif
diah ferini,saya udah pesan tiket kereta lwt aplikasi ini dah sudah dibayar lunas tp saya ingin menambahkan untuk layanan antrian genose itu gimana ga bisa,3,negatif
suka suka kehidupan,"Stasiun kiaracondong tolong d perhatikan banyak lansia ibu hamil dan lain lain klw turun tidak ada tangga... Petugas banyak tapi banyak bermain main HP, makasih",4,netral
suka suka kehidupan,"Stasiun kiaracondong tolong d perhatikan banyak lansia ibu hamil dan lain lain klw turun tidak ada tangga... Petugas banyak tapi banyak bermain main HP, makasih",4,netral
Ronny Mardika,Pesan tiket KA lokal ngga bisa. Sudah isi penumpang trus klik Lanjutkan cuman muncul Mohon Tunggu setelah itu ngga muncul menu selanjutnya. Aplikasi sudah di update jaringan sudah pakai 4G dan dicoba pakai Wifi juga tidak bisa kuota internet masih full tp aplikasi ngga bisa dipakai.,2,negatif
tri hartono,Relevan n sesuai,4,positif
anisa maen,Saya mau update kok masih muter terus ya.. padahal internet nya lancar,2,negatif
Kim,"Knp kalau setiap pencarian selalu ada tulisan pencarian tidak ditemukan , terimakasih🙏",4,negatif
kandar dinata,Gimama kak kok mau daftar gak bisa ya,2,negatif
Fickry 01,Ini test genose c-19 bisa langsung di test di hari H atau harus memesan dulu sebelum hari H,4,netral
Dikdik Muttakin,Nomor telepon ga bisa diganti di menu perubahan..malah yg bisa diganti jenis kelamin..wkwkwk...aneeh,2,negatif
muhammad khoiruza,"Baru kali ini saya coba pesan tiket, dan dari dulu data sudah benar, tapi saya tidak bisa klik lanjutkan. Kenapa ya min?",2,negatif
Novri Hargita,Ashiappp,5,positif
muhammad khoiruza,"Baru kali ini saya coba pesan tiket, dan dari dulu data sudah benar, tapi saya tidak bisa klik lanjutkan. Kenapa ya min?",2,negatif
Iswanto Byan,Kecepatan Install cukup,4,positif
Lubi Arsada,"Semakin bagus aplikasi nya, terimakasih KAI Access",5,positif
andrian krisbianto adi,Pemesanan tiket tidak ribet bisa dilakukan di mana saja,5,positif
Akhmadi Akhmadi,"Gak seperti biasanya hari ini tdk bisa dibuka, sudah uninstal bbrp kali hasilnya sama, kebetulan bisa dibuka setelah bbrp kali uninstal. Sy tutup aplikasi, hendak dibuka lagi, eh,,,, gak bisa buka lg,,,, hadeh,,,,,",2,negatif
ZAHABIYA Baiti,"Nambah penumpang ko ga bisaa sih, d update malah kacau iwk",2,negatif
Roman syah,Apa bisa ganti nomer hp?,4,netral
Gendut Suhartono,Semua baik yg sy temui,4,positif
Tri Yanto,Semoga semakin maju KAI,5,positif
Feri Longsoran,Top,5,positif
KHUSNUN Chanel Jember,👍👍👍,5,netral
Dedy Tuhendy,Bagus,4,positif
dedy widiyanto,Sangat bagus untuk memudahkan pemesanan tiket,5,positif
Suprapto Suprapto,Suprapto b.,5,positif
Ganjar Pungkas,Sangat membantu&memudahkan,5,positif
eko anggoro,Top,5,positif
Aulia Galuh,"Bermasalahh terosss, id nulis udah bner tp muncul tulisan merah jadi gk bisa dipakai gimnaa iniii, tolongg sayaaaaa Udah disesuaikan kok, dan udah saya bilang ke cs lalu udah dikasih saran. Tapi tetap gk bisa. Terimakasih responnya cepat tp sy blum bisa menggunakannya 💕💕",2,negatif
Miss Lanz,Sangat memudahkan dalam booking tiket kereta api,4,positif
suryandani MACHMUD,"4 saja dulu yah, klo bisa mengakomodasi kebutuhan costumer nanti jadikaj 5 bintang",4,netral
Ajoz 19,sejauh ini bagus,4,positif
Puji Siswoyo,"Q banga kerja di pt KAI, SEMANGAT PAGI. PAGI,PAGI,PAGI.. KAI LUAR BISA.",5,positif
ROY RINO YP,Bagus sekali 👍,5,positif
Dhody Hoby,Sangat mempermudah,5,positif
Bangkit Setyo,Aplikasi yang sangat membantu dalam pemesanan tiket KA.,5,positif
SADEMO GAMING,Mantab,5,positif
RIYAN RIZALI,Aman dan nyaman,5,positif
Sri Agustina,Aplikasi Bagus dan memudahkan dalam membeli Ticket,5,positif
Keanu Kids shop family,Bagus,5,positif
AB Mayung,"Pesan tiket bisa sambil tiduran gaes, gak perlu panas panasan ke stasiun. Dan harga tiket gak ada tambahan admin dan lain-lain 👍👍👍👍",5,positif
Timbul Prastiyo,sangat membantu dalam pemesanan dan informasi seputar perkeretaapian indonesia.,5,positif
Doelah Duede,Mantap,5,positif
Aulia Galuh,"Bermasalahh terosss, id nulis udah bner tp muncul tulisan merah jadi gk bisa dipakai gimnaa iniii, tolongg sayaaaaa Udah disesuaikan kok, dan udah saya bilang ke cs lalu udah dikasih saran. Tapi tetap gk bisa. Terimakasih responnya cepat tp sy blum bisa menggunakannya 💕💕",2,negatif
Sori Wurtel,"Min, menu dropdown pilihan kelas kereta dan jumlah penumpang pas di klik tidak muncul pilihan, cuman form kosong putih. Buat hp moto e3 power.",2,negatif
Arif Bronnes,"Mohon no hp.pada aplikasi bisa di rubah dong,...",4,negatif
Putri Nur Alimah,Knp g dapet email dr kai bwt verifikasi ya??,2,negatif
Wardah Kurnia,nice,4,positif
Eko Subagiyo,"Lebih mudah, tanpa mengeluarkan uang cash, Mantul 👍🏻👍🏻👍🏻",4,positif
Elvi Setiawan,Tolong diperbaiki lagi terutama di menu edit profil karena saya mau ubah nomor telepon gk bisa.... Saya pencet² gk bisa edit. Itu aja sih semoga di baca😁😁,4,negatif
Silvi Mief,"Mau tanya dong, kalau nomr tlp yg terdaftar di kai access udah tidak aktif, apa kau access TDK bisa di gunakan?",4,netral
Heni Hombing,Good,4,positif
Deny Rahmadi,"Aplikasi Bagus,Ditambah untuk sekarang ada pemeriksaan test genose",5,positif
Elvi Setiawan,Tolong diperbaiki lagi terutama di menu edit profil karena saya mau ubah nomor telepon gk bisa.... Saya pencet² gk bisa edit. Itu aja sih semoga di baca😁😁,4,negatif
Aqiilah Faradhisah,Caranya gimana nih buat ubah jadwal? Ko ga bisa,3,negatif
Comet Sugiarto,"Eror terus, giliran mau login ga bisa buat aku baru juga ga bisa",2,negatif
prima prian,Mantaaapppp,4,positif
Punglina Suryaningsih,Fitur2 spy dtambah,4,negatif
Gunawan Asyraf,Berpuluh2 tahun saya merantau kl pulang kampung paling nyaman dan paling sering naik Kereta Api......hanya beberapa naik mobil pribadi apalagi naik Bus 1x itu sebelum thn 1990.....😘😘😘😘 I ❤U Kereta Api Indonesia jaya selalu.....,4,positif
Gunawan Asyraf,Berpuluh2 tahun saya merantau kl pulang kampung paling nyaman dan paling sering naik Kereta Api......hanya beberapa naik mobil pribadi apalagi naik Bus 1x itu sebelum thn 1990.....😘😘😘😘 I ❤U Kereta Api Indonesia jaya selalu.....,4,positif
Raden Bebi,Harga tiket mahal padahal antar kota kalau beli langsung cuma 10k ini disini minimal 80k ada yang 200k,2,negatif
Ventaristya Putradea,"Jadwal tidak lengkap. Kereta tiap hari lewat, masa di jadwal gaada",1,negatif
Wruhantojati,"Tolong tambahkan pilihaan ""batalkan"" saat sudah memesan tiket tapi tidak jadi ke pembayaran. Terimakasih",4,negatif
Wruhantojati,"Tolong tambahkan pilihaan ""batalkan"" saat sudah memesan tiket tapi tidak jadi ke pembayaran. Terimakasih",4,negatif
Ibrahim Miharbi,"Kereta lokal Jenggala jadwal menjadi 1x pemberangkatan dalam 1 hari, seingat saya dulu 4x pemberangkatan tujuan dari Sidoarjo ke Mojokerto PP dan itu sangat mengecewakan bagi saya pengguna Jenggala karena ditambahnya jalur dari Surabaya Sidoarjo Mojokerto. Kenapa setiap keluhan pengguna aplikasi tidak ada tanggapan dari PT.KAI ???????????????????? ????????? ????????? ?????????",1,negatif
Selo Ageng,"Min tolong dong nomor hp saya masa katanya sudah didaftar tapi kok gaada satupun email yang terdaftar ya tolong dong di betulin, kalau bisa hubungi saya via email tolong minn",4,negatif
Selo Ageng,"Min tolong dong nomor hp saya masa katanya sudah didaftar tapi kok gaada satupun email yang terdaftar ya tolong dong di betulin, kalau bisa hubungi saya via email tolong minn",4,negatif
Amirah Firdaus,Knp aps nya gk bs dibuka?😁,3,negatif
Faldhan Rizky A,"Buat pengembangan nya lagi untuk pengubahan akun gmail, nomor telp sama fitur penghapusan akun lama secara mandiri tanpa perlu callcenter, terimakasih",2,negatif
Faldhan Rizky A,"Buat pengembangan nya lagi untuk pengubahan akun gmail, nomor telp sama fitur penghapusan akun lama secara mandiri tanpa perlu callcenter, terimakasih",2,negatif
agus susanto,Topp bangettt,5,positif
Sutrisno KAI,Sangat membantu,5,positif
Asri Ramadhani,Top aplikasinya bermanfaat sekali,5,positif
M FaDLy BMS,"Ganti no HP akun kok susahnya minta Ampun, apa harus telpon call center PT KAI. Mohon solusinya",2,negatif
Tri Candraca Firman,Penggunaan aplikasi memudahkan memesan tiket. Rekomended banget ⭐⭐⭐⭐⭐,5,positif
Jalita Grab,Aplikasi sangat membantu,5,positif
Aisah Aisah,"Jadwal tidak di temukan terus ya kenapa biasa ny bisa ,mau ke arah Cikarang",2,negatif
Cute Rina,pas mau pesen tiket malah gak bisa dipakek,2,negatif
Mangoen Wibowo,Setelah pembaruan banyak BUG nya.. D buka susah banget..,2,negatif
thoyib pratomo,"Aplikasi lancar digunakan, sayangnya metode pembayaran kartu kredit masih belum bisa digunakan",4,positif
thoyib pratomo,"Aplikasi lancar digunakan, sayangnya metode pembayaran kartu kredit masih belum bisa digunakan",4,positif
נבי ספריל זולקארנאין,Bagus,4,positif
Sugian Manopol,"Kenapa reduksi nya untuk lansia g bisa diproses, tolong petunjuk lebih lanjut. Makasih",4,negatif
Semlut Tingki,Saya kok tidak bisa download y pdhl memori banyak dan sunyal bagus,2,negatif
muhammad Tokhid,Membantu,4,positif
